,Unnamed: 0,Unnamed: 0.1,User,Text,Date,Hashtags
9406,10575,10575,newstimestoday,Should @PMOIndia open the Lockdown in India? #Lockdownextention #COVID19India,2020-05-29 06:41:16+00:00,#Lockdownextention #COVID19India
9433,10609,10609,newsphh,"#LockdownDay65: #NewsPHH Requests one &amp; all to follow #Lockdown its for you, your family &amp; #Country. #Punjab #Haryana #Himachal #coronavirus #PMCaresFunds #StayHome #StaySafe #COVID19India #lockdown #coronawarriors #ThanksDilSey ‘जान है तो जहान है’ ‘ये देश है तो सब है।’",2020-05-28 20:38:38+00:00,#LockdownDay65 #NewsPHH #Lockdown #Country #Punjab #Haryana #Himachal #coronavirus #PMCaresFunds #StayHome #StayHome #StaySafe #COVID19India #lockdown #coronawarriors #ThanksDilSey
9444,10621,10621,AU_DehradunNews,उत्तराखंड के बाजपुर में गांव नंदपुर नरका टोपा स्थित प्राथमिक विद्यालय में बने विलेज क्वारंटीन सेंटर से नौ लोग फरार हो गए। https://www.amarujala.com/dehradun/lockdown-in-uttarakhand-nile-people-abscond-from-quarantine-center-bazpur #Uttarakhand #lockdown #COVID19India,2020-05-28 17:43:34+00:00,#Uttarakhand #lockdown #COVID19India
9455,10635,10635,StvHaryananews1,"#अंबाला: गृह मंत्री @anilvijminister बड़ा बयान, दिल्ली के साथ लगते बॉर्डर सख्ती से सील करने के आदेश #STVHaryanaNews #Lockdown #Covid19India #IndiaFightsCorona",2020-05-28 12:52:47+00:00,#STVHaryanaNews #Lockdown #Covid19India #IndiaFightsCorona
9456,10636,10636,airnews_Chennai,#BREAKING || தமிழகத்தில் இன்று மட்டும் கோவிட்-19 தொற்று 827 பேருக்கு உறுதி - மாநில மக்கள் நல்வாழ்வுத்துறை அமைச்சர் திரு. விஜயபாஸ்கர். #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN_Together_AgainstCorona #TNFightsCorona #COVID19 #Covid19India #TNHealth #IndiaFightsCorona,2020-05-28 12:39:56+00:00,#BREAKING #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN_Together_AgainstCorona #TNFightsCorona #COVID19 #Covid19India #TNHealth #IndiaFightsCorona
9471,10655,10655,newsthinkind,"दिल्ली पुलिस ने दाती महाराज को किया गिरफ्तार, लॉकडाउन के नियमों को तोड़ने का आरोप #COVID19 #COVID19India #CoronavirusIndia #CoronavirusIndia #lockdown #newsthink",2020-05-28 08:43:20+00:00,#COVID19 #COVID19India #CoronavirusIndia #CoronavirusIndia #lockdown #newsthink
9540,10738,10738,airnews_Chennai,#BREAKING || தமிழகத்தில் இன்று மட்டும் கோவிட்-19 தொற்று 817 பேருக்கு உறுதி - மாநில மக்கள் நல்வாழ்வுத்துறை. #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN_Together_AgainstCorona #TNFightsCorona #COVID19 #Covid19India #TNHealth #IndiaFightsCorona,2020-05-27 12:48:54+00:00,#BREAKING #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN_Together_AgainstCorona #TNFightsCorona #COVID19 #Covid19India #TNHealth #IndiaFightsCorona
9545,10743,10743,News10019,A survey by a reputed website had revealed that 1 in 10 Indian lost job due to corona virus pandemic and the resultant Covid -19 lockdown.This shows the extent of damaged caused to Indian economy #COVID19Pandemic #COVID19India,2020-05-27 09:36:14+00:00,#COVID19Pandemic #COVID19India
9557,10758,10758,AU_DehradunNews,फ्लाइट से आने वाले प्रवासी संस्थागत क्वारंटीन को लेकर अगर प्रशासन की ओर से की गई व्यवस्थाओं से संतुष्ट नहीं हैं तो उनके सामने खुद होटल चुनने का विकल्प होगा। https://www.amarujala.com/dehradun/lockdown-4-0-in-uttarakhand-latest-news-update-migrants-can-quarantine-in-hotel-from-their-own-money #lockdown #COVID19India #Quarantine,2020-05-27 05:05:22+00:00,#lockdown #COVID19India #Quarantine
9577,10778,10778,newsphh,"#LockdownDay63: #NewsPHH Requests one &amp; all to follow #Lockdown its for you, your family &amp; #Country. #Punjab #Haryana #Himachal #coronavirus #PMCaresFunds #StayHome #StaySafe #COVID19India #lockdown #coronawarriors #ThanksDilSey ‘जान है तो जहान है’ ‘ये देश है तो सब है।’",2020-05-26 19:15:07+00:00,#LockdownDay63 #NewsPHH #Lockdown #Country #Punjab #Haryana #Himachal #coronavirus #PMCaresFunds #StayHome #StayHome #StaySafe #COVID19India #lockdown #coronawarriors #ThanksDilSey
9598,10800,10800,tazaakhabarnews,"कोई COVID-19 लॉकडाउन मानदंड नहीं निकला, केंद्रीय मंत्री सदानंद गौड़ा ने कहा कि कोरोनोवायरस के लिए नकारात्मक परीक्षण किया गया https://tazaa-khabar.blogspot.com/2020/05/No-COVID-19-lockdown-criteria-came-out-Union-Minister-Sadananda-Gowda-said-tested-negative-coronavirus.html #COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi",2020-05-26 13:24:39+00:00,#COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi
9599,10801,10801,tazaakhabarnews,"कोई COVID-19 लॉकडाउन मानदंड नहीं निकला, केंद्रीय मंत्री सदानंद गौड़ा ने कहा कि कोरोनोवायरस के लिए नकारात्मक परीक्षण किया गया https://tazaa-khabar.blogspot.com/2020/05/No-COVID-19-lockdown-criteria-came-out-Union-Minister-Sadananda-Gowda-said-tested-negative-coronavirus.html #COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi",2020-05-26 13:24:09+00:00,#COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi
9600,10802,10802,tazaakhabarnews,"कोई COVID-19 लॉकडाउन मानदंड नहीं निकला, केंद्रीय मंत्री सदानंद गौड़ा ने कहा कि कोरोनोवायरस के लिए नकारात्मक परीक्षण किया गया https://tazaa-khabar.blogspot.com/2020/05/No-COVID-19-lockdown-criteria-came-out-Union-Minister-Sadananda-Gowda-said-tested-negative-coronavirus.html #COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi",2020-05-26 13:22:21+00:00,#COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi
9601,10803,10803,tazaakhabarnews,"कोई COVID-19 लॉकडाउन मानदंड नहीं निकला, केंद्रीय मंत्री सदानंद गौड़ा ने कहा कि कोरोनोवायरस के लिए नकारात्मक परीक्षण किया गया https://tazaa-khabar.blogspot.com/2020/05/No-COVID-19-lockdown-criteria-came-out-Union-Minister-Sadananda-Gowda-said-tested-negative-coronavirus.html #COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi",2020-05-26 13:21:49+00:00,#COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi
9602,10804,10804,tazaakhabarnews,"कोई COVID-19 लॉकडाउन मानदंड नहीं निकला, केंद्रीय मंत्री सदानंद गौड़ा ने कहा कि कोरोनोवायरस के लिए नकारात्मक परीक्षण किया गया https://tazaa-khabar.blogspot.com/2020/05/No-COVID-19-lockdown-criteria-came-out-Union-Minister-Sadananda-Gowda-said-tested-negative-coronavirus.html #COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi",2020-05-26 13:21:28+00:00,#COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi
9603,10805,10805,tazaakhabarnews,"कोई COVID-19 लॉकडाउन मानदंड नहीं निकला, केंद्रीय मंत्री सदानंद गौड़ा ने कहा कि कोरोनोवायरस के लिए नकारात्मक परीक्षण किया गया https://tazaa-khabar.blogspot.com/2020/05/No-COVID-19-lockdown-criteria-came-out-Union-Minister-Sadananda-Gowda-said-tested-negative-coronavirus.html #COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi",2020-05-26 13:20:19+00:00,#COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi
9604,10806,10806,tazaakhabarnews,"कोई COVID-19 लॉकडाउन मानदंड नहीं निकला, केंद्रीय मंत्री सदानंद गौड़ा ने कहा कि कोरोनोवायरस के लिए नकारात्मक परीक्षण किया गया https://tazaa-khabar.blogspot.com/2020/05/No-COVID-19-lockdown-criteria-came-out-Union-Minister-Sadananda-Gowda-said-tested-negative-coronavirus.html #COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi",2020-05-26 13:20:14+00:00,#COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi
9605,10807,10807,tazaakhabarnews,"कोई COVID-19 लॉकडाउन मानदंड नहीं निकला, केंद्रीय मंत्री सदानंद गौड़ा ने कहा कि कोरोनोवायरस के लिए नकारात्मक परीक्षण किया गया https://tazaa-khabar.blogspot.com/2020/05/No-COVID-19-lockdown-criteria-came-out-Union-Minister-Sadananda-Gowda-said-tested-negative-coronavirus.html #COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi",2020-05-26 13:20:08+00:00,#COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi
9606,10808,10808,tazaakhabarnews,"कोई COVID-19 लॉकडाउन मानदंड नहीं निकला, केंद्रीय मंत्री सदानंद गौड़ा ने कहा कि कोरोनोवायरस के लिए नकारात्मक परीक्षण किया गया https://tazaa-khabar.blogspot.com/2020/05/No-COVID-19-lockdown-criteria-came-out-Union-Minister-Sadananda-Gowda-said-tested-negative-coronavirus.html #COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi",2020-05-26 13:19:57+00:00,#COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi
9607,10809,10809,tazaakhabarnews,"कोई COVID-19 लॉकडाउन मानदंड नहीं निकला, केंद्रीय मंत्री सदानंद गौड़ा ने कहा कि कोरोनोवायरस के लिए नकारात्मक परीक्षण किया गया https://tazaa-khabar.blogspot.com/2020/05/No-COVID-19-lockdown-criteria-came-out-Union-Minister-Sadananda-Gowda-said-tested-negative-coronavirus.html #COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi",2020-05-26 13:19:31+00:00,#COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi
9608,10810,10810,tazaakhabarnews,"कोई COVID-19 लॉकडाउन मानदंड नहीं निकला, केंद्रीय मंत्री सदानंद गौड़ा ने कहा कि कोरोनोवायरस के लिए नकारात्मक परीक्षण किया गया https://tazaa-khabar.blogspot.com/2020/05/No-COVID-19-lockdown-criteria-came-out-Union-Minister-Sadananda-Gowda-said-tested-negative-coronavirus.html #COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi",2020-05-26 13:19:22+00:00,#COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi
9609,10812,10812,tazaakhabarnews,"कोई COVID-19 लॉकडाउन मानदंड नहीं निकला, केंद्रीय मंत्री सदानंद गौड़ा ने कहा कि कोरोनोवायरस के लिए नकारात्मक परीक्षण किया गया https://tazaa-khabar.blogspot.com/2020/05/No-COVID-19-lockdown-criteria-came-out-Union-Minister-Sadananda-Gowda-said-tested-negative-coronavirus.html #COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi",2020-05-26 13:19:09+00:00,#COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi
9610,10813,10813,tazaakhabarnews,"कोई COVID-19 लॉकडाउन मानदंड नहीं निकला, केंद्रीय मंत्री सदानंद गौड़ा ने कहा कि कोरोनोवायरस के लिए नकारात्मक परीक्षण किया गया https://tazaa-khabar.blogspot.com/2020/05/No-COVID-19-lockdown-criteria-came-out-Union-Minister-Sadananda-Gowda-said-tested-negative-coronavirus.html #COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi",2020-05-26 13:18:54+00:00,#COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi
9611,10814,10814,tazaakhabarnews,"कोई COVID-19 लॉकडाउन मानदंड नहीं निकला, केंद्रीय मंत्री सदानंद गौड़ा ने कहा कि कोरोनोवायरस के लिए नकारात्मक परीक्षण किया गया https://tazaa-khabar.blogspot.com/2020/05/No-COVID-19-lockdown-criteria-came-out-Union-Minister-Sadananda-Gowda-said-tested-negative-coronavirus.html #COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi",2020-05-26 13:18:48+00:00,#COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi
9613,10816,10816,tazaakhabarnews,"कोई COVID-19 लॉकडाउन मानदंड नहीं निकला, केंद्रीय मंत्री सदानंद गौड़ा ने कहा कि कोरोनोवायरस के लिए नकारात्मक परीक्षण किया गया https://tazaa-khabar.blogspot.com/2020/05/No-COVID-19-lockdown-criteria-came-out-Union-Minister-Sadananda-Gowda-said-tested-negative-coronavirus.html #COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi",2020-05-26 13:18:17+00:00,#COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi
9614,10817,10817,tazaakhabarnews,"कोई COVID-19 लॉकडाउन मानदंड नहीं निकला, केंद्रीय मंत्री सदानंद गौड़ा ने कहा कि कोरोनोवायरस के लिए नकारात्मक परीक्षण किया गया https://tazaa-khabar.blogspot.com/2020/05/No-COVID-19-lockdown-criteria-came-out-Union-Minister-Sadananda-Gowda-said-tested-negative-coronavirus.html #COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi",2020-05-26 13:17:33+00:00,#COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi
9615,10818,10818,tazaakhabarnews,"कोई COVID-19 लॉकडाउन मानदंड नहीं निकला, केंद्रीय मंत्री सदानंद गौड़ा ने कहा कि कोरोनोवायरस के लिए नकारात्मक परीक्षण किया गया https://tazaa-khabar.blogspot.com/2020/05/No-COVID-19-lockdown-criteria-came-out-Union-Minister-Sadananda-Gowda-said-tested-negative-coronavirus.html #COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi",2020-05-26 13:17:17+00:00,#COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi
9616,10820,10820,tazaakhabarnews,"कोई COVID-19 लॉकडाउन मानदंड नहीं निकला, केंद्रीय मंत्री सदानंद गौड़ा ने कहा कि कोरोनोवायरस के लिए नकारात्मक परीक्षण किया गया https://tazaa-khabar.blogspot.com/2020/05/No-COVID-19-lockdown-criteria-came-out-Union-Minister-Sadananda-Gowda-said-tested-negative-coronavirus.html #COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi",2020-05-26 13:16:55+00:00,#COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi
9617,10821,10821,tazaakhabarnews,"कोई COVID-19 लॉकडाउन मानदंड नहीं निकला, केंद्रीय मंत्री सदानंद गौड़ा ने कहा कि कोरोनोवायरस के लिए नकारात्मक परीक्षण किया गया https://tazaa-khabar.blogspot.com/2020/05/No-COVID-19-lockdown-criteria-came-out-Union-Minister-Sadananda-Gowda-said-tested-negative-coronavirus.html #COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi",2020-05-26 13:16:49+00:00,#COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi
9618,10822,10822,tazaakhabarnews,"कोई COVID-19 लॉकडाउन मानदंड नहीं निकला, केंद्रीय मंत्री सदानंद गौड़ा ने कहा कि कोरोनोवायरस के लिए नकारात्मक परीक्षण किया गया https://tazaa-khabar.blogspot.com/2020/05/No-COVID-19-lockdown-criteria-came-out-Union-Minister-Sadananda-Gowda-said-tested-negative-coronavirus.html #COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi",2020-05-26 13:16:42+00:00,#COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi
9619,10823,10823,tazaakhabarnews,"कोई COVID-19 लॉकडाउन मानदंड नहीं निकला, केंद्रीय मंत्री सदानंद गौड़ा ने कहा कि कोरोनोवायरस के लिए नकारात्मक परीक्षण किया गया https://tazaa-khabar.blogspot.com/2020/05/No-COVID-19-lockdown-criteria-came-out-Union-Minister-Sadananda-Gowda-said-tested-negative-coronavirus.html #COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi",2020-05-26 13:16:27+00:00,#COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi
9620,10824,10824,tazaakhabarnews,"कोई COVID-19 लॉकडाउन मानदंड नहीं निकला, केंद्रीय मंत्री सदानंद गौड़ा ने कहा कि कोरोनोवायरस के लिए नकारात्मक परीक्षण किया गया https://tazaa-khabar.blogspot.com/2020/05/No-COVID-19-lockdown-criteria-came-out-Union-Minister-Sadananda-Gowda-said-tested-negative-coronavirus.html #COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi",2020-05-26 13:16:09+00:00,#COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi
9621,10826,10826,tazaakhabarnews,"कोई COVID-19 लॉकडाउन मानदंड नहीं निकला, केंद्रीय मंत्री सदानंद गौड़ा ने कहा कि कोरोनोवायरस के लिए नकारात्मक परीक्षण किया गया https://tazaa-khabar.blogspot.com/2020/05/No-COVID-19-lockdown-criteria-came-out-Union-Minister-Sadananda-Gowda-said-tested-negative-coronavirus.html #COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi",2020-05-26 13:15:53+00:00,#COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi
9622,10827,10827,tazaakhabarnews,"कोई COVID-19 लॉकडाउन मानदंड नहीं निकला, केंद्रीय मंत्री सदानंद गौड़ा ने कहा कि कोरोनोवायरस के लिए नकारात्मक परीक्षण किया गया https://tazaa-khabar.blogspot.com/2020/05/No-COVID-19-lockdown-criteria-came-out-Union-Minister-Sadananda-Gowda-said-tested-negative-coronavirus.html #COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi",2020-05-26 13:15:43+00:00,#COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi
9623,10828,10828,tazaakhabarnews,"कोई COVID-19 लॉकडाउन मानदंड नहीं निकला, केंद्रीय मंत्री सदानंद गौड़ा ने कहा कि कोरोनोवायरस के लिए नकारात्मक परीक्षण किया गया https://tazaa-khabar.blogspot.com/2020/05/No-COVID-19-lockdown-criteria-came-out-Union-Minister-Sadananda-Gowda-said-tested-negative-coronavirus.html #COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi",2020-05-26 13:15:28+00:00,#COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi
9624,10829,10829,tazaakhabarnews,"कोई COVID-19 लॉकडाउन मानदंड नहीं निकला, केंद्रीय मंत्री सदानंद गौड़ा ने कहा कि कोरोनोवायरस के लिए नकारात्मक परीक्षण किया गया https://tazaa-khabar.blogspot.com/2020/05/No-COVID-19-lockdown-criteria-came-out-Union-Minister-Sadananda-Gowda-said-tested-negative-coronavirus.html #COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi",2020-05-26 13:15:00+00:00,#COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi
9625,10830,10830,tazaakhabarnews,"कोई COVID-19 लॉकडाउन मानदंड नहीं निकला, केंद्रीय मंत्री सदानंद गौड़ा ने कहा कि कोरोनोवायरस के लिए नकारात्मक परीक्षण किया गया https://tazaa-khabar.blogspot.com/2020/05/No-COVID-19-lockdown-criteria-came-out-Union-Minister-Sadananda-Gowda-said-tested-negative-coronavirus.html #COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi",2020-05-26 13:14:41+00:00,#COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi
9626,10832,10832,tazaakhabarnews,"कोई COVID-19 लॉकडाउन मानदंड नहीं निकला, केंद्रीय मंत्री सदानंद गौड़ा ने कहा कि कोरोनोवायरस के लिए नकारात्मक परीक्षण किया गया https://tazaa-khabar.blogspot.com/2020/05/No-COVID-19-lockdown-criteria-came-out-Union-Minister-Sadananda-Gowda-said-tested-negative-coronavirus.html #COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi",2020-05-26 13:13:24+00:00,#COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi
9627,10833,10833,tazaakhabarnews,"कोई COVID-19 लॉकडाउन मानदंड नहीं निकला, केंद्रीय मंत्री सदानंद गौड़ा ने कहा कि कोरोनोवायरस के लिए नकारात्मक परीक्षण किया गया https://tazaa-khabar.blogspot.com/2020/05/No-COVID-19-lockdown-criteria-came-out-Union-Minister-Sadananda-Gowda-said-tested-negative-coronavirus.html #COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi",2020-05-26 13:12:34+00:00,#COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi
9628,10834,10834,tazaakhabarnews,"कोई COVID-19 लॉकडाउन मानदंड नहीं निकला, केंद्रीय मंत्री सदानंद गौड़ा ने कहा कि कोरोनोवायरस के लिए नकारात्मक परीक्षण किया गया https://tazaa-khabar.blogspot.com/2020/05/No-COVID-19-lockdown-criteria-came-out-Union-Minister-Sadananda-Gowda-said-tested-negative-coronavirus.html #COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi",2020-05-26 13:12:12+00:00,#COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi
9629,10835,10835,tazaakhabarnews,"कोई COVID-19 लॉकडाउन मानदंड नहीं निकला, केंद्रीय मंत्री सदानंद गौड़ा ने कहा कि कोरोनोवायरस के लिए नकारात्मक परीक्षण किया गया https://tazaa-khabar.blogspot.com/2020/05/No-COVID-19-lockdown-criteria-came-out-Union-Minister-Sadananda-Gowda-said-tested-negative-coronavirus.html #COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi",2020-05-26 13:12:02+00:00,#COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi
9630,10836,10836,tazaakhabarnews,"कोई COVID-19 लॉकडाउन मानदंड नहीं निकला, केंद्रीय मंत्री सदानंद गौड़ा ने कहा कि कोरोनोवायरस के लिए नकारात्मक परीक्षण किया गया https://tazaa-khabar.blogspot.com/2020/05/No-COVID-19-lockdown-criteria-came-out-Union-Minister-Sadananda-Gowda-said-tested-negative-coronavirus.html #COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi",2020-05-26 13:11:18+00:00,#COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi
9631,10837,10837,tazaakhabarnews,"कोई COVID-19 लॉकडाउन मानदंड नहीं निकला, केंद्रीय मंत्री सदानंद गौड़ा ने कहा कि कोरोनोवायरस के लिए नकारात्मक परीक्षण किया गया https://tazaa-khabar.blogspot.com/2020/05/No-COVID-19-lockdown-criteria-came-out-Union-Minister-Sadananda-Gowda-said-tested-negative-coronavirus.html #COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi",2020-05-26 13:10:13+00:00,#COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi
9632,10838,10838,tazaakhabarnews,"कोई COVID-19 लॉकडाउन मानदंड नहीं निकला, केंद्रीय मंत्री सदानंद गौड़ा ने कहा कि कोरोनोवायरस के लिए नकारात्मक परीक्षण किया गया https://tazaa-khabar.blogspot.com/2020/05/No-COVID-19-lockdown-criteria-came-out-Union-Minister-Sadananda-Gowda-said-tested-negative-coronavirus.html #COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi",2020-05-26 13:09:56+00:00,#COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi
9633,10839,10839,tazaakhabarnews,"कोई COVID-19 लॉकडाउन मानदंड नहीं निकला, केंद्रीय मंत्री सदानंद गौड़ा ने कहा कि कोरोनोवायरस के लिए नकारात्मक परीक्षण किया गया https://tazaa-khabar.blogspot.com/2020/05/No-COVID-19-lockdown-criteria-came-out-Union-Minister-Sadananda-Gowda-said-tested-negative-coronavirus.html #COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi",2020-05-26 13:09:39+00:00,#COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi
9634,10840,10840,tazaakhabarnews,"कोई COVID-19 लॉकडाउन मानदंड नहीं निकला, केंद्रीय मंत्री सदानंद गौड़ा ने कहा कि कोरोनोवायरस के लिए नकारात्मक परीक्षण किया गया https://tazaa-khabar.blogspot.com/2020/05/No-COVID-19-lockdown-criteria-came-out-Union-Minister-Sadananda-Gowda-said-tested-negative-coronavirus.html #COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi",2020-05-26 13:09:15+00:00,#COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi
9635,10841,10841,tazaakhabarnews,"कोई COVID-19 लॉकडाउन मानदंड नहीं निकला, केंद्रीय मंत्री सदानंद गौड़ा ने कहा कि कोरोनोवायरस के लिए नकारात्मक परीक्षण किया गया https://tazaa-khabar.blogspot.com/2020/05/No-COVID-19-lockdown-criteria-came-out-Union-Minister-Sadananda-Gowda-said-tested-negative-coronavirus.html #COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi",2020-05-26 13:09:03+00:00,#COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi
