,Unnamed: 0,Unnamed: 0.1,User,Text,Date,Hashtags
12858,14581,14581,pennewstweet,Goa CM welcomes extension of lockdown #GoaFightsCOVID19 #Goa #LockdownExtended #ModiGovt #Coronavirusindia #COVID19 #COVID19India #CoronaVirus #COVID_19 #COVID19outbreak #IndiaFightsCoronavirus #CoronavirusPandemic #StayHomeIndia #pandemic,2020-05-02 07:33:41+00:00,#GoaFightsCOVID19 #Goa #LockdownExtended #ModiGovt #Coronavirusindia #COVID19 #COVID19India #CoronaVirus #COVID_19 #COVID19outbreak #IndiaFightsCoronavirus #CoronavirusPandemic #StayHomeIndia #pandemic
12864,14592,14592,news4nations,"#बिहार में कोरोना संक्रमण से मरने वालों की संख्या 4 पर पहुंची, स्वास्थ्य विभाग का आंकडा तो यही बता रहा.... https://n4n.link/8dde243c5c #Covid_19 #COVID19India #lockdown @sanjayjavin @mangalpandeybjp @SushilModi @NitishKumar @",2020-05-02 07:11:22+00:00,#Covid_19 #COVID19India #lockdown
12902,14643,14643,firstbiharnews,"लॉकडाउन में बड़ा सड़क हादसा, पिकअप और ट्रक की टक्कर में 4 की मौत https://bit.ly/2Sut98J #Lockdown3 #lockdown #CoronaLockdown #CoronaUpdatesInIndia #covidindia #COVID19India",2020-05-02 02:01:34+00:00,#Lockdown3 #lockdown #CoronaLockdown #CoronaUpdatesInIndia #covidindia #COVID19India
12928,14676,14676,financialnewsn,#COVID #Covid_19 #coronavirus #news #breaking #breakingnews #india #usa #wallstreet #investing #Trump #china #uk #dollar #layoffs #japan #COVIDIOTS #Covid19India #crudeoil #mutualfunds #investing #TrumpLiesAmericansDie #lockdown #coronavirus,2020-05-01 19:30:55+00:00,#COVID #Covid_19 #coronavirus #news #breaking #breakingnews #india #usa #wallstreet #investing #Trump #china #uk #dollar #layoffs #japan #COVIDIOTS #Covid19India #crudeoil #mutualfunds #investing #TrumpLiesAmericansDie #lockdown #coronavirus
12953,14708,14708,financialnewsn,#COVID #Covid_19 #coronavirus #news #breaking #breakingnews #india #usa #wallstreet #investing #Trump #china #uk #dollar #layoffs #japan #COVIDIOTS #Covid19India #crudeoil #mutualfunds #investing #TrumpLiesAmericansDie #lockdown #coronavirus,2020-05-01 17:07:47+00:00,#COVID #Covid_19 #coronavirus #news #breaking #breakingnews #india #usa #wallstreet #investing #Trump #china #uk #dollar #layoffs #japan #COVIDIOTS #Covid19India #crudeoil #mutualfunds #investing #TrumpLiesAmericansDie #lockdown #coronavirus
12987,14750,14750,newsthinkind,"कोरोना से नहीं भूख से डर लगता है! बच्चों के सामने पत्थर उबालकर दिलासा देती रही मां, खाने के इन्तजार में भूखे सोये बच्चे #CoronaWillEndSoon #coronakenya #kenya #COVID__19 #COVID19India #newsthink #Covid_19india #CovidWarriors #COVID2019india #lockdown ",2020-05-01 15:49:29+00:00,#CoronaWillEndSoon #coronakenya #kenya #COVID__19 #COVID19India #newsthink #Covid_19india #CovidWarriors #COVID2019india #lockdown
12991,14757,14757,financialnewsn,#COVID #Covid_19 #coronavirus #news #breaking #breakingnews #india #usa #wallstreet #investing #Trump #china #uk #dollar #layoffs #japan #COVIDIOTS #Covid19India #crudeoil #mutualfunds #investing #TrumpLiesAmericansDie #lockdown #MichiganTerrorists,2020-05-01 15:31:17+00:00,#COVID #Covid_19 #coronavirus #news #breaking #breakingnews #india #usa #wallstreet #investing #Trump #china #uk #dollar #layoffs #japan #COVIDIOTS #Covid19India #crudeoil #mutualfunds #investing #TrumpLiesAmericansDie #lockdown #MichiganTerrorists
12996,14762,14762,Covid_19newsIND,- Taxis to operate with driver and 1 pax only -Private vehicles to have one driver and 2 pax only - Pillion rider allowed in two wheelers #coronavirusindia #COVID19india #CoronaVirusUpdates #lockdown,2020-05-01 15:21:27+00:00,#coronavirusindia #COVID19india #CoronaVirusUpdates #lockdown
13023,14794,14794,StvHaryananews1,"#बल्लभगढ़: कोरोना संकट में राशन के लिए हाहाकार, अधिकारियों करना पड़ रहा है परेशानियों का सामना #STVHaryanaNews #Covid19India #Lockdown ",2020-05-01 14:28:42+00:00,#STVHaryanaNews #Covid19India #Lockdown
13040,14815,14815,HSnewsLive,Railways to charge states for ferrying stranded migrant workers during coronavirus-triggered lockdown: Officials #Specialtrain @RailMinIndia @PiyushGoyal #Covid19India #CovidWarriors,2020-05-01 14:03:37+00:00,#Specialtrain #Covid19India #CovidWarriors
13041,14816,14816,HSnewsLive,"Over 5,000 migrant labourers return to Uttar Pradesh from Madhya Pradesh in 155 buses: Official. @myogiadityanath @ChouhanShivraj #lockdown #Covid19India",2020-05-01 14:00:09+00:00,#lockdown #Covid19India
13047,14825,14825,news4nations,"#लॉकडाउन में ग्रीन जोन वाले जिलों में चलेंगी बसें, सरकार ने जारी किया आदेश https://n4n.link/0dbdc3d965 #lockdown #Covid19India #Covid_19 #Lockdown3 #BreakingNews @yadavtejashwi @sanjayjavin",2020-05-01 13:52:49+00:00,#lockdown #Covid19India #Covid_19 #Lockdown3 #BreakingNews
13053,14832,14832,SudarshanNewsTV,#COVID19India के मद्देनज़र देश में दो हफ्तों के लिए #lockdown बढ़ाया गया #COVID19,2020-05-01 13:49:28+00:00,#COVID19India #lockdown #COVID19
13068,14849,14849,HSnewsLive,#lockdown #CoronaWarriors #Covid19India #CoronavirusCrisis @MoHFW_INDIA @drharshvardhan @narendramodi,2020-05-01 13:34:22+00:00,#lockdown #CoronaWarriors #Covid19India #CoronavirusCrisis
13073,14857,14857,StvHaryananews1,"#फरीदाबाद: लॉकडाउन की जमकर उड़ रही धज्जियां, राजीव कॉलोनी में लोग उड़ा रहे लॉकडाउन की धज्जियां #STVHaryanaNews #Covid19India #Lockdown ",2020-05-01 13:30:49+00:00,#STVHaryanaNews #Covid19India #Lockdown
13095,14883,14883,indiaplusnews,BREAKING NEWS: Ministry of Home Affairs extends national lockdown in India for two more weeks till 17May. #Indiaonlockdown #lockdown 3.0 #BREAKING #CoronavirusLockdown #COVID19india #Covid_19india #coronavirusghana @shadab_RLD @DmMuzaffarnagar @falkumarpanwar @AbhishekYadIPS,2020-05-01 13:16:07+00:00,#Indiaonlockdown #lockdown #BREAKING #CoronavirusLockdown #COVID19india #Covid_19india #coronavirusghana
13131,14932,14932,pennewstweet,Covid-19: Court holidays in Karnataka extended till May 16 #Bengaluru #KarnatakaHighCourt #lowerCourts #lockdown #Coronavirusindia #COVID19 #COVID19India #CoronaVirus #COVID_19 #COVID19outbreak #IndiaFightsCoronavirus #Pandemic,2020-05-01 12:49:47+00:00,#Bengaluru #KarnatakaHighCourt #lowerCourts #lockdown #Coronavirusindia #COVID19 #COVID19India #CoronaVirus #COVID_19 #COVID19outbreak #IndiaFightsCoronavirus #Pandemic
13135,14937,14937,StvHaryananews1,#नारनौल: सरकारी आदेशों की सरेआम धज्जियां ! ये कैसा लॉकडाउन ? #STVHaryanaNews #Lockdown #GroundReport #socialDistencing #Covid19India ,2020-05-01 12:08:25+00:00,#STVHaryanaNews #Lockdown #GroundReport #socialDistencing #Covid19India
13143,14949,14949,StvHaryananews1,#फतेहाबाद: मंडी में कोरोना का डर! बाहर से आने वाले ट्रकों की प्रवेश से पहले की जाती है #स्क्रीनिंग #STVHaryanaNews #Covid19India #Lockdown ,2020-05-01 10:31:06+00:00,#STVHaryanaNews #Covid19India #Lockdown
13148,14955,14955,financialnewsn,#COVID #Covid_19 #coronavirus #news #breaking #breakingnews #india #usa #wallstreet #investing #Trump #china #uk #dollar #layoffs #japan #COVIDIOTS #Covid19India #crudeoil #mutualfunds #investing #TrumpLiesAmericansDie #lockdown #coronavirus,2020-05-01 09:34:06+00:00,#COVID #Covid_19 #coronavirus #news #breaking #breakingnews #india #usa #wallstreet #investing #Trump #china #uk #dollar #layoffs #japan #COVIDIOTS #Covid19India #crudeoil #mutualfunds #investing #TrumpLiesAmericansDie #lockdown #coronavirus
13153,14961,14961,StvHaryananews1,रेवाड़ी: सब्जी मंडी स्थानांतरित किए जाने से आढ़तियों क्यों है नाखुश? जानें #STVHaryanaNews #SabjiMandi #Lockdown #Covid19India ,2020-05-01 08:36:28+00:00,#STVHaryanaNews #SabjiMandi #Lockdown #Covid19India
13156,14964,14964,pennewstweet,Nagpur central jail locked down to prevent COVID-19 spread #Nagpur #AnilDeshmukh #Maharashtra #centraljail #Lockdown #preventcovid19spread #Coronavirusindia #COVID19 #COVID19India #CoronaVirus #COVID_19 #COVID19outbreak #IndiaFightsCoronavirus #Pandemic,2020-05-01 08:02:10+00:00,#Nagpur #AnilDeshmukh #Maharashtra #centraljail #Lockdown #preventcovid19spread #Coronavirusindia #COVID19 #COVID19India #CoronaVirus #COVID_19 #COVID19outbreak #IndiaFightsCoronavirus #Pandemic
13158,14966,14966,StvHaryananews1,"COVID19: गुरुग्राम को रेड से ओरेंज जोन में किया गया शामिल, केंद्र सरकार की समीक्षा के बाद लिया फैसला #STVHaryanaNews #Covid19India #Lockdown ",2020-05-01 07:40:46+00:00,#STVHaryanaNews #Covid19India #Lockdown
13159,14967,14967,StvHaryananews1,"महेंद्रगढ़: हरियाणा के 22 जवान केरल में फंसे, वीडियो जारी कर प्रदेश सरकार से लगाई गुहार #STVHaryanaNews #Covid19India #Lockdown ",2020-05-01 07:35:38+00:00,#STVHaryanaNews #Covid19India #Lockdown
13162,14970,14970,StvHaryananews1,कोरोना का कहर: दिल्ली-गुरुग्राम बॉर्डर सील! स्वास्थ्य मंत्रालय ने जोन का नया पैमाना किया जारी? #STVHaryanaNews #Covid19India #Lockdown #InHaryana,2020-05-01 07:15:08+00:00,#STVHaryanaNews #Covid19India #Lockdown #InHaryana
13170,14978,14978,fx16news,#செங்கல்பட்டு: அரசு மருத்துவக் கல்லூரியில் கொரோனா தொற்று நோய் பாதிக்கப்பட்டு 5 நபர்கள் சிகிச்சை முடித்து இன்று விட்டிற்கு திரும்பினர். அவர்களை மாவட்ட ஆட்சியர் ஜான் லூயிஸ் வழி அனுப்பி வைத்தார் #Covid19India #lockdown #StayHomeStaySafe,2020-05-01 04:46:19+00:00,#Covid19India #lockdown #StayHomeStaySafe
13191,15003,15003,firstbiharnews,"#बिहार में कोरोना विस्फोट, एकसाथ मिले 243 नए कोरोना मरीज, सूबे में आंकड़ा पहुंचा 9988 https://bit.ly/3eNGLVE @BiharHealthDept #CoronavirusIndia #CoronavirusOutbreak #COVID19 #lockdownextension #lockdown #COVID19India",2020-06-30 15:47:21+00:00,#CoronavirusIndia #CoronavirusOutbreak #COVID19 #lockdownextension #lockdown #COVID19India
13203,15019,15019,airnews_Chennai,"#BREAKING || தமிழகத்தில் இன்று மட்டும் கோவிட்-19 தொற்று 3,943 பேருக்கு உறுதி - மாநில மக்கள் நல்வாழ்வுத்துறை. #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN_Together_AgainstCorona #TNFightsCorona #COVID19 #Covid19India #TNHealth #IndiaFightsCorona",2020-06-30 12:30:56+00:00,#BREAKING #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN_Together_AgainstCorona #TNFightsCorona #COVID19 #Covid19India #TNHealth #IndiaFightsCorona
13215,15031,15031,aarohi_news,West Bengal BJP leader @basusayan #Covid_19 positive ?? || For Full Story https://youtu.be/EjkLFBzvwWo @BJPBengal @DilipGhoshBJP @FirhadHakim @MamataOfficial @BanglarGorboMB #lockdown #COVID19 #COVID19India,2020-06-30 09:55:14+00:00,#Covid_19 #lockdown #COVID19 #COVID19India
13239,15059,15059,Thalayangamnews,"தமிழகத்தில் இன்று மட்டும் கோவிட்-19 தொற்று 5,881 பேருக்கு உறுதி - மாநில மக்கள் நல்வாழ்வுத்துறை. #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN_Together_AgainstCorona #TNFightsCorona #COVID19 #Covid19India #TNHealth #IndiaFightsCorona #Thalayangam",2020-07-31 13:48:16+00:00,#Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN_Together_AgainstCorona #TNFightsCorona #COVID19 #Covid19India #TNHealth #IndiaFightsCorona #Thalayangam
13243,15063,15063,airnews_Chennai,"#BREAKING || தமிழகத்தில் இன்று மட்டும் கோவிட்-19 தொற்று 5,881 பேருக்கு உறுதி - மாநில மக்கள் நல்வாழ்வுத்துறை. #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN_Together_AgainstCorona #TNFightsCorona #COVID19 #Covid19India #TNHealth #IndiaFightsCorona",2020-07-31 12:32:05+00:00,#BREAKING #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN_Together_AgainstCorona #TNFightsCorona #COVID19 #Covid19India #TNHealth #IndiaFightsCorona
13270,15093,15093,IBC24News,"राजधानी में दो दिन और खुलेंगी किराना दुकानें, जिला प्रशासन ने जारी किया नया आदेश #IndiaFightsCorona | #CoronavirusIndia | #CoronaVirusUpdates | #COVID19India | #COVID19Pandemic | #Lockdown | #Chhattisgarh | #CGNews",2020-07-30 13:20:52+00:00,#IndiaFightsCorona #CoronavirusIndia #CoronaVirusUpdates #COVID19India #COVID19Pandemic #Lockdown #Chhattisgarh #CGNews
